1,Tyrion Lannister,Peter Dinklage,9,52.75,10,65.0,9,50.0,8,47.75,10,44.0,8,34.0,2,6.0,299.5
2,Jon Snow,Kit Harington (and others),8,54.75,8,33.75,8,36.0,8,42.5,9,49.25,9,52.0,2,11.0,279.25
3,Daenerys Targaryen,Emilia Clarke,9,54.0,8,38.75,8,30.75,8,27.5,8,41.75,8,28.75,2,11.75,233.25
4,Cersei Lannister,Lena Headey (and others),10,28.0,9,36.25,8,22.0,9,37.25,9,49.75,8,28.5,2,8.25,210.0
5,Sansa Stark,Sophie Turner,9,24.0,7,34.0,8,33.5,7,32.75,9,34.75,7,40.5,2,8.0,207.5
6,Arya Stark,Maisie Williams (and others),9,33.5,9,38.75,9,26.5,6,25.75,6,34.75,8,30.0,3,12.75,202.0
7,Jaime Lannister,Nikolaj Coster-Waldau,8,21.0,4,18.25,7,34.75,9,36.0,7,21.75,8,30.75,2,8.5,171.0
8,Samwell Tarly,John Bradley,5,21.25,6,11.25,8,24.0,7,26.0,9,23.5,3,16.0,2,12.75,134.75
9,Theon Greyjoy,Alfie Allen,9,16.75,8,40.25,6,22.5,3,12.25,6,15.5,7,16.5,1,3.5,127.25
10,Jorah Mormont,Iain Glen,9,27.5,7,17.5,8,18.75,7,13.5,8,29.75,3,10.5,2,5.25,122.75
11,Petyr 'Littlefinger' Baelish,Aidan Gillen,8,25.75,7,21.25,4,8.75,5,19.0,6,18.5,4,9.0,2,3.25,105.5
12,Eddard 'Ned' Stark,Sean Bean (and others),10,92.5,,,,,1,0.0,,,4,7.25,,,99.75
13,Brienne of Tarth,Gwendoline Christie,,,7,18.0,7,21.25,7,20.0,6,14.75,5,15.5,2,1.75,91.25
14,Davos Seaworth,Liam Cunningham,,,6,19.25,4,19.0,4,11.5,7,12.5,8,27.25,2,1.5,91.0
15,Bran Stark,Isaac Hempstead Wright,8,25.75,7,13.25,6,16.75,4,12.0,,,5,18.25,1,1.0,87.0
16,Lord Varys,Conleth Hill,7,19.0,6,14.0,5,15.75,6,6.5,4,10.5,7,16.0,2,5.25,87.0
17,Catelyn Stark,Michelle Fairley,9,42.25,8,24.0,8,16.5,,,,,,,,,82.75
18,Sandor 'The Hound' Clegane,Rory McCann,8,6.75,5,11.75,8,16.0,6,28.5,,,2,9.75,1,7.0,79.75
19,Tywin Lannister,Charles Dance,4,10.25,7,17.25,8,21.25,7,28.5,1,1.0,,,,,78.25
20,Margaery Tyrell,Natalie Dormer,,,4,9.5,6,21.25,6,17.75,5,11.25,5,18.25,,,78.0
21,Robb Stark,Richard Madden,8,24.75,6,27.5,7,25.5,,,,,,,,,77.75
22,Stannis Baratheon,Stephen Dillane,,,7,19.75,5,14.25,4,10.0,8,29.25,,,,,73.25
23,Joffrey Baratheon,Jack Gleeson,10,17.75,6,17.5,7,20.25,3,14.75,,,,,,,70.25
24,Melisandre,Carice van Houten,,,4,12.75,6,18.0,3,5.25,6,11.75,7,18.0,1,1.25,67.0
25,Ramsay Bolton,Iwan Rheon,,,,,5,12.75,3,13.5,6,18.5,5,21.25,,,66.0
26,Bronn,Jerome Flynn,5,15.0,7,14.5,4,6.75,4,8.75,6,13.5,3,5.5,,,64.0
27,Gilly,Hannah Murray,,,3,3.25,6,13.5,3,9.25,6,11.75,3,15.25,1,1.0,54.0
28,Missandei,Nathalie Emmanuel,,,,,8,11.5,7,9.5,7,13.25,7,11.5,2,7.25,53.0
29,Ygritte,Rose Leslie,,,4,17.75,8,25.0,5,8.25,,,,,,,51.0
30,Shae,Sibel Kekilli,2,8.0,8,16.0,6,14.5,4,8.75,,,,,,,47.25
31,Daario Naharis,Ed Skrein,,,,,3,6.5,5,7.5,7,19.25,6,12.75,,,46.0
32,Tommen Baratheon,Callum Wharry,2,0.75,4,4.25,,,5,9.75,5,11.5,6,17.0,,,43.25
33,Tormund Giantsbane,Kristofer Hivju,,,,,7,8.75,5,7.25,5,12.25,7,13.5,1,1.25,43.0
34,Podrick Payne,Daniel Portman,,,4,3.75,5,5.5,7,16.0,6,9.0,4,7.0,1,0.5,41.75
35,Grey Worm,Jacob Anderson,,,,,5,5.5,7,6.5,5,10.25,7,10.0,2,8.25,40.5
36,Olenna Tyrell,Diana Rigg,,,,,5,13.75,4,8.0,2,8.0,5,8.5,1,1.75,40.0
37,High Sparrow,Jonathan Pryce,,,,,,,,,5,17.0,7,20.5,,,37.5
38,Barristan Selmy,Ian McElhinney,6,8.75,,,8,13.5,7,7.75,4,7.25,,,,,37.25
39,Grand Maester Pycelle,Julian Glover,8,13.75,5,6.25,3,2.75,6,5.25,5,2.5,4,4.75,,,35.25
40,Loras Tyrell,Finn Jones,1,5.75,5,8.0,5,6.25,3,1.75,4,4.5,2,5.75,,,32.0
41,Yara Greyjoy,Gemma Whelan,,,4,10.0,1,2.75,1,2.25,,,6,12.0,1,4.25,31.25
42,Talisa Maegyr,Oona Chaplin,,,5,14.75,7,16.0,,,,,,,,,30.75
43,Robert Baratheon,Mark Addy,7,30.5,,,,,,,,,,,,,30.5
44,Roose Bolton,Michael McElhatton,,,4,3.5,7,8.75,2,5.75,4,9.0,2,3.25,,,30.25
45,Osha,Natalia Tena,4,8.0,6,9.5,4,8.75,,,,,2,3.5,,,29.75
46,Hodor,Kristian Nairn (and others),5,3.0,7,6.0,5,7.0,4,7.0,,,4,6.5,,,29.5
47,Eddison Tollett,Ben Crompton,,,5,5.0,4,3.75,7,5.75,8,4.25,5,9.5,1,1.0,29.25
48,Gendry,Joe Dempsie,2,2.75,7,9.0,8,17.0,,,,,,,,,28.75
49,Oberyn Martell,Pedro Pascal,,,,,,,7,28.5,,,,,,,28.5
50,Meera Reed,Ellie Kendrick,,,,,5,8.25,4,9.25,,,4,9.5,1,0.75,27.75
51,Jaqen H'ghar,Tom Wlaschiha (and others) (and others),1,0.0,7,8.0,,,,,7,11.25,5,7.25,,,26.5
52,Alliser Thorne,Owen Teale,4,6.75,,,,,5,9.25,7,5.75,3,4.25,,,26.0
53,Khal Drogo,Jason Momoa,9,22.75,1,2.25,,,,,,,,,,,25.0
54,Renly Baratheon,Gethin Anthony,5,9.5,3,14.5,,,,,,,,,,,24.0
55,Maester Luwin,Donald Sumpter,7,6.75,7,16.75,,,,,,,,,,,23.5
56,Ros,Esmé Bianco,5,8.25,5,10.25,4,3.25,,,,,,,,,21.75
57,Ellaria Sand,Indira Varma,,,,,,,4,6.75,5,8.75,2,3.0,1,2.75,21.25
58,Grenn,Mark Stanley,6,6.25,5,5.0,4,3.0,7,7.0,,,,,,,21.25
59,Jeor Mormont,James Cosmo,5,10.0,3,7.0,4,4.0,,,,,,,,,21.0
60,Mance Rayder,Ciarán Hinds,,,,,3,6.75,1,7.0,1,7.25,,,,,21.0
61,Qyburn,Anton Lesser,,,,,4,5.75,2,2.25,5,4.25,3,7.0,1,1.75,21.0
62,Viserys Targaryen,Harry Lloyd,6,20.5,,,,,,,,,,,,,20.5
63,Gregor 'The Mountain' Clegane,Conan Stevens,2,2.5,3,1.75,,,3,4.75,1,0.5,5,9.25,2,1.0,19.75
64,Jojen Reed,Thomas Brodie-Sangster,,,,,6,9.75,4,9.25,,,,,,,19.0
65,Lancel Lannister,Eugene Simon,5,3.25,3,6.5,,,,,5,4.0,4,5.25,,,19.0
66,Maester Aemon,Peter Vaughan,3,5.5,,,1,1.25,4,6.0,3,6.25,,,,,19.0
67,Thoros of Myr,Paul Kaye,,,,,6,12.75,,,,,1,2.25,1,3.5,18.5
68,Shireen Baratheon,Kerry Ingram,,,,,2,4.0,3,2.75,5,11.5,,,,,18.25
69,Edmure Tully,Tobias Menzies,,,,,5,10.5,,,,,3,7.25,,,17.75
70,Lysa Arryn,Kate Dickie,3,6.0,,,,,2,10.5,,,,,,,16.5
71,Brynden 'Blackfish' Tully,Clive Russell,,,,,5,9.5,,,,,2,6.5,,,16.0
72,Meryn Trant,Ian Beattie,2,3.0,3,2.75,3,1.25,4,1.75,6,7.25,,,,,16.0
73,Walder Frey,David Bradley,1,3.0,,,2,7.0,,,,,2,5.75,,,15.75
74,Hot Pie,Ben Hawkey,1,0.75,6,5.5,2,4.5,1,2.0,,,,,1,2.0,14.75
75,Janos Slynt,Dominic Carter,4,1.0,2,4.25,,,6,5.25,3,3.75,,,,,14.25
76,Beric Dondarrion,David Michael Scott,1,0.5,,,4,8.25,,,,,1,2.5,1,2.25,13.5
77,Locke,Noah Taylor,,,,,5,7.0,3,6.0,,,,,,,13.0
78,Myranda,Charlotte Hope,,,,,1,3.5,2,1.5,4,7.25,1,0.75,,,13.0
79,Rast,Luke Barnes,6,4.25,,,4,4.0,2,4.5,,,,,,,12.75
80,Rodrik Cassel,Ron Donachie,9,10.0,3,2.0,,,,,,,2,0.75,,,12.75
81,The Waif,Faye Marsay (and others) (and others),,,,,,,,,4,4.5,9,8.25,,,12.75
82,Doreah,Roxanne McKee,6,9.5,5,3.0,,,,,,,,,,,12.5
83,Olly,Brenock O'Connor,,,,,,,5,3.25,9,7.25,3,2.0,,,12.5
84,Rickon Stark,Art Parkinson,3,1.25,5,4.25,4,3.75,,,,,2,3.25,,,12.5
85,Septa Unella,Hannah Waddingham,,,,,,,,,3,7.5,5,5.0,,,12.5
86,Balon Greyjoy,Patrick Malahide,,,2,6.5,1,2.5,,,,,1,3.25,,,12.25
87,Benjen Stark,Joseph Mawle (and others),3,6.25,,,,,,,,,4,5.75,,,12.0
88,Pypar,Josef Altin,6,7.0,,,1,0.75,6,4.25,,,,,,,12.0
89,Yoren,Francis Magee,5,6.0,2,6.0,,,,,,,,,,,12.0
90,Hizdahr zo Loraq,Joel Fry,,,,,,,2,2.0,6,9.75,,,,,11.75
91,Myrcella Baratheon,Aimee Richardson,2,0.75,3,1.5,,,,,5,8.0,2,1.5,,,11.75
92,Euron Greyjoy,Pilou Asbæk,,,,,,,,,,,2,6.5,2,5.0,11.5
93,Mace Tyrell,Roger Ashton-Griffiths,,,,,,,4,3.75,5,3.5,4,4.25,,,11.5
94,Karl Tanner,Burn Gorman,,,,,,,2,2.5,2,8.75,,,,,11.25
95,Robin Arryn,Lino Facioli,3,3.75,,,,,3,4.75,1,0.5,1,2.25,,,11.25
96,Selyse Baratheon,Sarah MacKeever,,,1,0.25,1,2.0,3,5.25,5,3.75,,,,,11.25
97,Xaro Xhoan Daxos,Nonso Anozie,,,5,10.5,,,,,,,,,,,10.5
98,Irri,Amrita Acharia,8,7.0,5,3.0,,,,,,,,,,,10.0
99,Kevan Lannister,Ian Gelder,3,2.0,1,0.75,,,,,3,2.25,5,5.0,,,10.0
100,Lady Crane,Essie Davis,,,,,,,,,,,3,10.0,,,10.0
101,Qhorin Halfhand,Simon Armstrong,,,4,9.5,,,,,,,,,,,9.5
102,Tyene Sand,Rosabell Laurenti Sellers,,,,,,,,,5,7.25,2,1.25,1,0.75,9.25
103,Orell,Mackenzie Crook,,,,,6,9.0,,,,,,,,,9.0
104,Rakharo,Elyes Gabel,6,7.5,2,1.25,,,,,,,,,,,8.75
105,Alton Lannister,Karl Davies,,,3,8.25,,,,,,,,,,,8.25
106,Olyvar,Will Tudor,,,,,1,1.25,2,4.25,4,2.75,,,,,8.25
107,Three-Eyed Raven,Struan Rodger (and others),4,1.0,,,,,2,0.75,,,3,6.25,,,8.0
108,Nymeria Sand,Jessica Henwick,,,,,,,,,5,5.75,2,1.25,1,0.75,7.75
109,Yezzan zo Qaggaz,Enzo Cilenti,,,,,,,,,2,3.75,2,4.0,,,7.75
110,Doran Martell,Alexander Siddig,,,,,,,,,4,5.5,1,2.0,,,7.5
111,Mirri Maz Duur,Mia Soteriou,3,7.5,,,,,,,,,,,,,7.5
112,Obara Sand,Keisha Castle-Hughes,,,,,,,,,5,5.5,2,1.25,1,0.75,7.5
113,Wun Wun,Ian Whyte,,,,,,,,,2,3.0,3,4.5,,,7.5
114,Syrio Forel,Miltos Yerolemou,3,7.25,,,,,,,,,,,,,7.25
115,Randyll Tarly,James Faulkner,,,,,,,,,,,1,4.0,1,2.75,6.75
116,Razdal mo Eraz,George Georgiou,,,,,1,3.5,2,3.25,,,,,,,6.75
117,Brother Ray,Ian McShane,,,,,,,,,,,1,6.5,,,6.5
118,Craster,Robert Pugh,,,3,3.5,2,3.0,,,,,,,,,6.5
119,Matthos Seaworth,Kerr Logan,,,3,6.5,,,,,,,,,,,6.5
120,Jory Cassel,Jamie Sives,5,6.25,,,,,,,,,,,,,6.25
121,Othell Yarwyck,Brian Fortune,2,1.0,,,,,3,1.25,6,2.0,3,2.0,,,6.25
122,Salladhor Saan,Lucian Msamati,,,1,3.0,1,2.0,1,1.25,,,,,,,6.25
123,Will,Bronson Webb,1,6.25,,,,,,,,,,,,,6.25
124,Yohn Royce,Rupert Vansittart,,,,,,,1,3.0,1,0.75,2,2.0,2,0.5,6.25
125,Polliver,Andy Kellegher,,,1,1.0,,,1,5.0,,,,,,,6.0
126,Septa Mordane,Susan Brown,6,6.0,,,,,,,,,,,,,6.0
127,The Night King,Richard Brake,,,,,,,2,2.0,1,1.75,2,1.75,1,0.5,6.0
128,Kraznys mo Nakloz,Dan Hildebrand,,,,,3,5.75,,,,,,,,,5.75
129,Spice King,Nicholas Blane,,,3,5.5,,,,,,,,,,,5.5
130,Styr,Yuri Kolokolnikov,,,,,,,4,5.5,,,,,,,5.5
131,Armeca,Sahara Knite,1,3.0,3,2.25,,,,,,,,,,,5.25
132,Dagmer Cleftjaw,Ralph Ineson,,,5,5.25,,,,,,,,,,,5.25
133,Karsi,Birgitte Hjort Sørensen,,,,,,,,,1,5.25,,,,,5.25
134,Khal Moro,Joseph Naufahu,,,,,,,,,,,3,5.25,,,5.25
135,Lyanna Mormont,Bella Ramsey,,,,,,,,,,,3,4.5,1,0.75,5.25
136,Qotho,Dar Salim,6,5.25,,,,,,,,,,,,,5.25
137,Rattleshirt,Edward Dogliani,,,2,3.0,1,1.0,,,1,1.25,,,,,5.25
138,Rickard Karstark,Steve Blount,1,0.25,2,1.75,2,3.25,,,,,,,,,5.25
139,Anguy,Philip McGinley,,,,,6,5.0,,,,,,,,,5.0
140,Greatjon Umber,Clive Mantle,3,5.0,,,,,,,,,,,,,5.0
141,Shagga,Mark Lewis Jones,2,5.0,,,,,,,,,,,,,5.0
142,Vala,Meena Rayann,,,,,,,,,2,2.0,1,3.0,,,5.0
143,Archmaester Ebrose,Jim Broadbent,,,,,,,,,,,,,2,4.75,4.75
144,Harald Karstark,Paul Rattray,,,,,,,,,,,3,4.75,,,4.75
145,Ser Dontos Hollard,Tony Way,,,1,1.25,,,3,3.5,,,,,,,4.75
146,Walder Rivers,Bryan McCaugherty,1,0.5,,,2,1.5,,,,,4,2.75,,,4.75
147,Lothar Frey,Tom Brooke,,,,,2,1.5,,,,,4,3.0,,,4.5
148,Mossador,Reece Noi,,,,,,,1,0.5,2,4.0,,,,,4.5
149,Pyat Pree,Ian Hanmore,,,3,4.5,,,,,,,,,,,4.5
150,Leaf,Octavia Selena Alexandru,,,,,,,1,1.0,,,3,3.25,,,4.25
151,Malko,Adewale Akinnuoye-Agbaje,,,,,,,,,2,4.0,,,,,4.0
152,Walda Bolton,Elizabeth Webster,,,,,,,1,0.5,3,2.0,1,1.5,,,4.0
153,Aeron Greyjoy,Michael Feast,,,,,,,,,,,2,3.75,,,3.75
154,Areo Hotah,Deobia Oparei,,,,,,,,,4,3.0,1,0.75,,,3.75
155,Loboda,Zachary Baharov,,,,,,,,,1,3.75,,,,,3.75
156,Robett Glover,Tim McInnerny,,,,,,,,,,,2,3.0,2,0.75,3.75
157,Trystane Martell,Toby Sebastian,,,,,,,,,4,3.0,1,0.75,,,3.75
158,Amory Lorch,Fintan McKeown,,,4,3.5,,,,,,,,,,,3.5
159,Bowen Marsh,Brian Fortune,,,,,,,,,7,1.5,3,2.0,,,3.5
160,Illyrio Mopatis,Roger Allam,2,3.5,,,,,,,,,,,,,3.5
161,Melessa Tarly,Samantha Spiro,,,,,,,,,,,1,3.5,,,3.5
162,Smalljon Umber,Dean S. Jagger,,,,,,,,,,,2,3.5,,,3.5
163,Kovarro,Steven Cole,,,6,3.25,,,,,,,,,,,3.25
164,Maester Cressen,Oliver Ford Davies,,,1,3.25,,,,,,,,,,,3.25
165,Marei,Josephine Gillan,,,2,0.5,1,0.5,2,1.75,1,0.25,1,0.25,,,3.25
166,Tycho Nestoris,Mark Gatiss,,,,,,,1,2.75,1,0.5,,,,,3.25
167,Arthur Dayne,Luke Roberts,,,,,,,,,,,1,3.0,,,3.0
168,Hallyne,Roy Dotrice,,,2,3.0,,,,,,,,,,,3.0
169,Marillion,Emun Elliott,4,3.0,,,,,,,,,,,,,3.0
170,Mero,Mark Killeen,,,,,1,3.0,,,,,,,,,3.0
171,Vardis Egen,Brendan McCormack,2,3.0,,,,,,,,,,,,,3.0
172,Izembaro,Richard E. Grant,,,,,,,,,,,3,2.75,,,2.75
173,Joyeuse Erenford,Kelly Long,1,0.75,,,1,2.0,,,,,,,,,2.75
174,Lommy Greenhands,Eros Vlahos,1,0.25,3,2.5,,,,,,,,,,,2.75
175,Mord,Ciaran Bermingham,2,2.75,,,,,,,,,,,,,2.75
176,Old Nan,Margaret John,2,1.5,,,,,,,,,2,1.25,,,2.75
177,Waymar Royce,Rob Ostlere,1,2.75,,,,,,,,,,,,,2.75
178,Daisy,Maisie Dee,,,3,2.5,,,,,,,,,,,2.5
179,Gared,Dermot Keaney,1,2.5,,,,,,,,,,,,,2.5
180,Kinvara,Ania Bukstein,,,,,,,,,,,1,2.5,,,2.5
181,Lem Lemoncloak,Jóhannes Haukur Jóhannesson,,,,,,,,,,,2,2.5,,,2.5
182,Talla Tarly,Rebecca Benson,,,,,,,,,,,1,2.5,,,2.5
183,Ilyn Payne,Wilko Johnson,3,1.5,1,0.75,,,,,,,,,,,2.25
184,Lyanna Stark,Cordelia Hill (and others),,,,,,,,,,,2,2.25,,,2.25
185,Roslin Frey,Alexandra Dowling,,,,,1,2.25,,,,,,,,,2.25
186,Ternesio Terys,Gary Oliver,,,,,,,1,0.75,1,1.25,,,,,2.0
187,Dickon Tarly,Freddie Stroma,,,,,,,,,,,1,1.0,1,0.75,1.75
188,Hugh of the Vale,Jefferson Hall,2,1.75,,,,,,,,,,,,,1.75
189,Lollys Stokeworth,Elizabeth Cadwallader,,,,,,,,,1,1.75,,,,,1.75
190,Quaithe,Laura Pradelska,,,2,1.75,,,,,,,,,,,1.75
191,Rorge,Andy Beckwith,1,0.0,2,1.0,,,1,0.75,,,,,,,1.75
192,Tickler,Anthony Morris,,,2,1.75,,,,,,,,,,,1.75
193,Howland Reed,Leo Woodruff,,,,,,,,,,,1,1.5,,,1.5
194,Biter,Gerard Jordan,1,0.0,2,1.0,,,1,0.25,,,,,,,1.25
195,Lhara,Sarine Sofair,,,,,1,0.5,,,2,0.75,,,,,1.25
196,Mhaegen,Antonia Christophers,1,0.75,1,0.5,,,,,,,,,,,1.25
197,Tobho Mott,Andrew Wilde,2,1.25,,,,,,,,,,,,,1.25
